Knot,Grid ID,tb,r,Parents
12n25,S511,-6,-1,"G535, G537, G540, G534"
12n25,S512,-6,-1,"G544, G546, G530, G543"
12n25,S513,-6,-1,"G529, G532, G536"
12n25,S514,-6,1,"G532, G536, G540"
12n25,S515,-6,1,"G529, G539, G535, G534"
12n25,S516,-6,1,"G541, G533, G537, G546"
12n25,S517,-6,1,"G544, G531, G530, G542"
12n25,S518,-6,1,"G545, G538, G543"
m12n25,S1782,-6,-1,G1547
m12n25,S1783,-6,-1,G1548
m12n25,S1784,-6,1,G1547
m12n25,S1785,-6,1,G1548
12n121,S499,-1,-2,"G523, G524"
12n121,S500,-1,0,"G525, G524"
12n121,S501,-1,0,G523
12n121,S503,-1,0,G526
12n121,S504,-1,2,"G526, G525"
m12n121,S1775,-11,-2,"G1540, G1539"
m12n121,S1776,-11,0,"G1541, G1540, G1542, G1539"
m12n121,S1777,-11,2,"G1541, G1542"
12n243,S506,-18,-3,G527
12n243,S505,-18,-1,G527
12n243,S507,-18,1,G528
12n243,S508,-18,3,G528
m12n243,S1778,6,-1,"G1546, G1544"
m12n243,S1779,6,-1,"G1545, G1543"
m12n243,S1780,6,1,"G1546, G1543"
m12n243,S1781,6,1,"G1545, G1544"
12n253,S519,-1,-2,"G1971, G1970"
12n253,S520,-1,-2,"G2376, G2377"
12n253,S521,-1,0,"G2376, G2379, G2377, G2378"
12n253,S522,-1,0,"G1971, G1970, G1972, G1973"
12n253,S523,-1,2,"G1972, G1973"
12n253,S524,-1,2,"G2379, G2378"
m12n253,S1786,-11,-2,G2599
m12n253,S1787,-11,-2,G2193
m12n253,S1788,-11,0,"G2600, G2599"
m12n253,S1789,-11,0,"G2194, G2193"
m12n253,S1790,-11,2,G2194
m12n253,S1791,-11,2,G2600
12n254,S527,-14,-3,G1974
12n254,S528,-14,-3,G2380
12n254,S525,-14,-1,"G1976, G1978, G1977, G1975, G1974"
12n254,S526,-14,-1,"G2384, G2382, G2383, G2381, G2380"
12n254,S529,-14,1,"G1976, G1978, G1977, G1979, G1975"
12n254,S530,-14,1,"G2384, G2382, G2383, G2381, G2385"
12n254,S531,-14,3,G2385
12n254,S532,-14,3,G1979
m12n254,S1792,2,-1,"G2601, G2602"
m12n254,S1793,2,-1,"G2196, G2195"
m12n254,S1794,2,1,"G2196, G2195"
m12n254,S1795,2,1,"G2601, G2602"
12n280,S533,-10,-1,"G547, G552, G551, G549, G548, G550"
12n280,S534,-10,1,"G547, G552, G551, G549, G548, G550"
m12n280,S1796,-2,-1,"G1549, G1551, G1554, G1550, G1553, G1552"
m12n280,S1797,-2,1,"G1549, G1551, G1554, G1550, G1553, G1552"
12n285,S535,-10,-1,"G555, G553, G556, G560, G557, G558, G559, G554"
12n285,S536,-10,1,"G555, G553, G556, G560, G557, G558, G559, G554"
m12n285,S1798,-2,-1,G1555
m12n285,S1799,-2,-1,G1556
m12n285,S1800,-2,1,G1555
m12n285,S1801,-2,1,G1556
12n293,S538,-14,-3,G561
12n293,S539,-14,-3,G562
12n293,S537,-14,-1,"G567, G562, G561, G563, G566, G564, G565"
12n293,S540,-14,1,"G568, G569, G567, G563, G564, G566, G565"
12n293,S541,-14,3,G569
12n293,S542,-14,3,G568
m12n293,S1802,2,-1,G1557
m12n293,S1803,2,1,G1557
12n309,S543,-7,-2,G570
12n309,S544,-7,0,"G571, G570"
12n309,S545,-7,2,G571
m12n309,S1804,-5,-2,G1558
m12n309,S1805,-5,0,"G1558, G1559"
m12n309,S1806,-5,2,G1559
12n318,S546,-3,-2,G573
12n318,S547,-3,-2,G572
12n318,S548,-3,0,"G575, G572"
12n318,S549,-3,0,"G574, G573"
12n318,S550,-3,2,G574
12n318,S551,-3,2,G575
m12n318,S1807,-9,-2,G1561
m12n318,S1808,-9,-2,G1560
m12n318,S1809,-9,0,"G1563, G1561"
m12n318,S1810,-9,0,"G1562, G1560"
m12n318,S1811,-9,2,G1562
m12n318,S1812,-9,2,G1563
12n321,S553,-14,-3,G576
12n321,S554,-14,-3,G577
12n321,S552,-14,-1,"G577, G578, G580, G579, G581, G576"
12n321,S555,-14,1,"G583, G578, G580, G579, G581, G582"
12n321,S556,-14,3,G583
12n321,S557,-14,3,G582
m12n321,S1813,2,-1,"G1564, G1565"
m12n321,S1814,2,1,"G1564, G1565"
12n323,S558,-5,-2,"G1983, G1985, G1987"
12n323,S559,-5,-2,"G1981, G1980, G1984"
12n323,S560,-5,-2,"G1986, G1982, G1988"
12n323,S561,-5,-2,"G2393, G2394, G2390"
12n323,S562,-5,-2,"G2387, G2391, G2389"
12n323,S563,-5,-2,"G2386, G2392, G2388"
12n323,S564,-5,0,"G2393, G2399, G2398, G2400, G2402, G2388, G2389, G2391, G2387, G2403, G2386, G2395, G2392, G2394, G2396, G2397, G2401, G2390"
12n323,S565,-5,0,"G1981, G1986, G1991, G1985, G1993, G1989, G1987, G1983, G1982, G1984, G1994, G1996, G1997, G1980, G1995, G1990, G1992, G1988"
12n323,S566,-5,2,"G2397, G2399, G2400"
12n323,S567,-5,2,"G1994, G1992, G1995"
12n323,S568,-5,2,"G2403, G2401, G2398"
12n323,S569,-5,2,"G1993, G1996, G1989"
12n323,S570,-5,2,"G1990, G1997, G1991"
12n323,S571,-5,2,"G2396, G2402, G2395"
m12n323,S1815,-7,-2,G1567
m12n323,S1816,-7,-2,G1566
m12n323,S1817,-7,0,"G1569, G1567"
m12n323,S1818,-7,0,"G1566, G1568"
m12n323,S1819,-7,2,G1569
m12n323,S1820,-7,2,G1568
12n328,S573,-18,-3,"G586, G585, G584"
12n328,S572,-18,-1,"G585, G588, G586, G584, G587"
12n328,S574,-18,1,"G591, G590, G588, G589, G587"
12n328,S575,-18,3,"G591, G590, G589"
m12n328,S1821,6,-1,G1570
m12n328,S1822,6,1,G1570
12n340,S577,-10,-3,G594
12n340,S578,-10,-3,G593
12n340,S579,-10,-3,G592
12n340,S576,-10,-1,"G602, G598, G596, G597, G599, G592, G593, G594, G600, G601, G595"
12n340,S580,-10,1,"G604, G603, G602, G605, G596, G597, G598, G599, G600, G601, G595"
12n340,S581,-10,3,G605
12n340,S582,-10,3,G603
12n340,S583,-10,3,G604
m12n340,S1823,-2,-1,G1571
m12n340,S1824,-2,-1,G1572
m12n340,S1825,-2,1,G1571
m12n340,S1826,-2,1,G1572
12n356,S584,-6,-1,"G2404, G2405, G2408, G2406, G2407, G2409"
12n356,S585,-6,-1,"G2002, G2003, G1998, G2000, G1999, G2001"
12n356,S586,-6,1,"G2002, G2003, G1998, G2000, G1999, G2001"
12n356,S587,-6,1,"G2404, G2405, G2408, G2406, G2407, G2409"
12n358,S589,-2,-1,"G2008, G2004, G2007"
12n358,S590,-2,-1,"G2005, G2009, G2006"
12n358,S591,-2,-1,"G2415, G2410, G2414"
12n358,S592,-2,-1,"G2411, G2413, G2412"
12n358,S594,-2,1,"G2413, G2410, G2414"
12n358,S595,-2,1,"G2004, G2007, G2006"
12n358,S597,-2,1,"G2415, G2411, G2412"
12n358,S598,-2,1,"G2008, G2005, G2009"
m12n358,S1831,-10,-3,G1574
m12n358,S1832,-10,-3,G1573
m12n358,S1827,-10,-1,"G2604, G2603, G1573"
m12n358,S1828,-10,-1,"G1574, G2198, G2197"
m12n358,S1833,-10,1,"G2198, G2197, G1575"
m12n358,S1834,-10,1,"G2604, G1576, G2603"
m12n358,S1837,-10,3,G1576
m12n358,S1838,-10,3,G1575
12n370,S601,-10,-3,G606
12n370,S602,-10,-3,G607
12n370,S600,-10,-1,"G607, G611, G608, G613, G610, G609, G612, G606"
12n370,S603,-10,1,"G611, G608, G613, G610, G609, G614, G612, G615"
12n370,S604,-10,3,G614
12n370,S605,-10,3,G615
m12n370,S1839,-2,-1,"G1579, G1577"
m12n370,S1840,-2,-1,"G1580, G1578"
m12n370,S1841,-2,1,"G1580, G1578"
m12n370,S1842,-2,1,"G1579, G1577"
12n371,S606,-9,-2,G616
12n371,S607,-9,0,"G617, G616"
12n371,S608,-9,2,G617
m12n371,S1844,-3,-2,"G1581, G1582"
m12n371,S1845,-3,0,"G1581, G1583, G1582, G1584"
m12n371,S1848,-3,2,"G1583, G1584"
12n375,S610,-14,-3,G618
12n375,S609,-14,-1,"G621, G620, G619, G618, G622"
12n375,S611,-14,1,"G621, G620, G619, G622, G623"
12n375,S612,-14,3,G623
m12n375,S1849,2,-1,"G1588, G1590, G1589"
m12n375,S1850,2,-1,"G1586, G1587, G1585"
m12n375,S1851,2,1,"G1589, G1587, G1586"
m12n375,S1852,2,1,"G1588, G1590, G1585"
12n403,S613,-2,-1,"G624, G626, G629"
12n403,S614,-2,-1,"G625, G627, G628"
12n403,S615,-2,1,"G624, G627, G626"
12n403,S616,-2,1,"G625, G628, G629"
m12n403,S1853,-10,-1,G1592
m12n403,S1854,-10,-1,G1591
m12n403,S1855,-10,1,G1591
m12n403,S1856,-10,1,G1592
12n407,S619,-14,-3,G2010
12n407,S620,-14,-3,G2416
12n407,S617,-14,-1,"G2012, G2011, G2010"
12n407,S618,-14,-1,"G2416, G2417, G2418"
12n407,S621,-14,1,"G2012, G2011, G2013"
12n407,S622,-14,1,"G2419, G2417, G2418"
12n407,S623,-14,3,G2013
12n407,S624,-14,3,G2419
m12n407,S1857,2,-1,"G2203, G2199, G2204"
m12n407,S1858,2,-1,"G2609, G2610"
m12n407,S1859,2,-1,G2608
m12n407,S1860,2,-1,"G2605, G2607, G2606"
m12n407,S1861,2,-1,"G2200, G2202, G2201"
m12n407,S1864,2,1,"G2605, G2608, G2607"
m12n407,S1865,2,1,"G2200, G2202"
m12n407,S1866,2,1,"G2203, G2199, G2201"
m12n407,S1867,2,1,G2204
m12n407,S1868,2,1,"G2609, G2606, G2610"
12n426,S626,-18,-3,G630
12n426,S625,-18,-1,"G631, G630"
12n426,S627,-18,1,"G631, G632"
12n426,S628,-18,3,G632
m12n426,S1869,6,-1,G1593
m12n426,S1870,6,1,G1593
12n438,S629,-10,-1,G634
12n438,S630,-10,-1,G633
12n438,S631,-10,1,G634
12n438,S632,-10,1,G633
m12n438,S1871,-2,-1,"G1597, G1596, G1595"
m12n438,S1872,-2,-1,"G1598, G1594, G1599"
m12n438,S1873,-2,1,"G1599, G1594, G1597"
m12n438,S1874,-2,1,"G1598, G1596, G1595"
12n439,S633,-3,-2,G635
12n439,S634,-3,0,"G635, G636"
12n439,S635,-3,2,G636
m12n439,S1875,-9,-2,G1600
m12n439,S1876,-9,0,"G1600, G1601"
m12n439,S1877,-9,2,G1601
12n443,S636,-5,-2,G637
12n443,S637,-5,-2,G638
12n443,S638,-5,0,"G639, G640, G637, G638"
12n443,S639,-5,2,G640
12n443,S640,-5,2,G639
m12n443,S1878,-7,-2,G1602
m12n443,S1879,-7,0,"G1602, G1603"
m12n443,S1880,-7,2,G1603
12n451,S641,-1,-2,"G642, G644"
12n451,S642,-1,-2,"G641, G643"
12n451,S643,-1,0,"G645, G644, G646, G641, G647, G642, G643, G648"
12n451,S644,-1,2,"G645, G648"
12n451,S645,-1,2,"G646, G647"
m12n451,S1881,-11,-2,G1604
m12n451,S1882,-11,0,"G1605, G1604"
m12n451,S1883,-11,2,G1605
12n452,S647,-10,-3,G649
12n452,S646,-10,-1,"G650, G653, G649, G652, G651"
12n452,S648,-10,1,"G650, G653, G654, G652, G651"
12n452,S649,-10,3,G654
m12n452,S1884,-2,-1,"G1610, G1607, G1608"
m12n452,S1885,-2,-1,"G1611, G1606, G1609"
m12n452,S1886,-2,1,"G1610, G1609, G1608"
m12n452,S1887,-2,1,"G1611, G1606, G1607"
12n462,S650,-6,-1,"G2421, G2420"
12n462,S651,-6,-1,"G2015, G2014"
12n462,S652,-6,1,"G2421, G2420"
12n462,S653,-6,1,"G2015, G2014"
12n475,S654,-7,-2,G655
12n475,S655,-7,0,"G655, G656"
12n475,S656,-7,2,G656
m12n475,S1888,-5,-2,G1612
m12n475,S1889,-5,0,"G1613, G1612"
m12n475,S1890,-5,2,G1613
12n487,S658,-12,-3,G657
12n487,S659,-12,-3,G658
12n487,S657,-12,-1,"G658, G659, G664, G657, G662, G663, G661, G660"
12n487,S660,-12,1,"G659, G665, G664, G662, G663, G666, G661, G660"
12n487,S661,-12,3,G666
12n487,S662,-12,3,G665
m12n487,S1891,0,-1,G1614
m12n487,S1892,0,-1,G1615
m12n487,S1893,0,1,G1615
m12n487,S1894,0,1,G1614
12n488,S663,-7,-2,G667
12n488,S664,-7,0,"G667, G668"
12n488,S665,-7,2,G668
m12n488,S1895,-5,-2,"G1617, G1616"
m12n488,S1896,-5,0,"G1619, G1618, G1617, G1616"
m12n488,S1897,-5,2,"G1619, G1618"
12n502,S667,-18,-3,G669
12n502,S666,-18,-1,G669
12n502,S668,-18,1,G670
12n502,S669,-18,3,G670
m12n502,S1898,6,-1,"G1623, G1620"
m12n502,S1899,6,-1,"G1622, G1621"
m12n502,S1900,6,1,"G1622, G1623"
m12n502,S1901,6,1,"G1621, G1620"
12n603,S671,-14,-3,G671
12n603,S670,-14,-1,G671
12n603,S672,-14,1,G672
12n603,S673,-14,3,G672
m12n603,S1902,2,-1,"G1627, G1624, G1628"
m12n603,S1903,2,-1,"G1625, G1629, G1626"
m12n603,S1904,2,1,"G1625, G1624, G1629"
m12n603,S1905,2,1,"G1627, G1628, G1626"
12n706,S674,-6,-1,"G673, G674"
12n706,S675,-6,1,"G673, G674"
12n725,S677,-20,-3,G675
12n725,S676,-20,-1,"G676, G675"
12n725,S678,-20,1,"G676, G677"
12n725,S679,-20,3,G677
m12n725,S1906,8,-1,G1630
m12n725,S1907,8,1,G1630
12n729,S682,-14,-3,G2016
12n729,S683,-14,-3,G2422
12n729,S680,-14,-1,"G2422, G2423, G2426, G2425, G2424"
12n729,S681,-14,-1,"G2019, G2018, G2016, G2020, G2017"
12n729,S684,-14,1,"G2019, G2018, G2020, G2021, G2017"
12n729,S685,-14,1,"G2423, G2426, G2425, G2424, G2427"
12n729,S686,-14,3,G2427
12n729,S687,-14,3,G2021
m12n729,S1908,2,-1,"G2612, G2611"
m12n729,S1909,2,-1,"G2206, G2205"
m12n729,S1910,2,1,"G2206, G2205"
m12n729,S1911,2,1,"G2612, G2611"
12n730,S688,-11,-2,G679
12n730,S689,-11,-2,G678
12n730,S690,-11,0,"G678, G681"
12n730,S691,-11,0,"G679, G680"
12n730,S692,-11,2,G680
12n730,S693,-11,2,G681
m12n730,S1912,-1,-2,"G2614, G2613"
m12n730,S1913,-1,-2,"G2208, G2207"
m12n730,S1914,-1,0,"G2614, G2615, G2616, G2613"
m12n730,S1915,-1,0,"G2208, G2210, G2207, G2209"
m12n730,S1916,-1,2,"G2615, G2616"
m12n730,S1917,-1,2,"G2210, G2209"
12n749,S694,-13,-2,G682
12n749,S695,-13,0,"G682, G683"
12n749,S696,-13,2,G683
m12n749,S1918,1,-2,G1631
m12n749,S1919,1,0,"G1631, G1632"
m12n749,S1920,1,2,G1632
12n750,S698,-16,-3,G684
12n750,S697,-16,-1,"G684, G686, G687, G685"
12n750,S699,-16,1,"G686, G687, G688, G685"
12n750,S700,-16,3,G688
m12n750,S1921,4,-1,G1633
m12n750,S1922,4,1,G1633
12n768,S701,-2,-1,"G2023, G2022"
12n768,S702,-2,-1,"G2429, G2428"
12n768,S703,-2,1,"G2023, G2022"
12n768,S704,-2,1,"G2429, G2428"
m12n768,S1925,-10,-3,G2617
m12n768,S1926,-10,-3,G2211
m12n768,S1923,-10,-1,"G2213, G2212, G2211, G2215, G2214"
m12n768,S1924,-10,-1,"G2619, G2621, G2620, G2618, G2617"
m12n768,S1927,-10,1,"G2619, G2621, G2620, G2618, G2622"
m12n768,S1928,-10,1,"G2213, G2212, G2215, G2216, G2214"
m12n768,S1929,-10,3,G2622
m12n768,S1930,-10,3,G2216
12n801,S706,-14,-3,G689
12n801,S705,-14,-1,"G692, G689, G693, G690, G691"
12n801,S707,-14,1,"G694, G692, G693, G690, G691"
12n801,S708,-14,3,G694
m12n801,S1931,2,-1,"G1635, G1634"
m12n801,S1932,2,1,"G1635, G1634"
12n807,S710,-14,-3,G695
12n807,S709,-14,-1,"G695, G696, G699, G698, G697"
12n807,S711,-14,1,"G696, G700, G699, G698, G697"
12n807,S712,-14,3,G700
m12n807,S1933,2,-1,"G1636, G1637"
m12n807,S1934,2,1,"G1636, G1637"
12n809,S713,-10,-1,G701
12n809,S714,-10,1,G701
m12n809,S1935,-2,-1,G1638
m12n809,S1936,-2,1,G1638
12n811,S715,-11,-2,G702
12n811,S716,-11,0,"G703, G702"
12n811,S717,-11,2,G703
m12n811,S1937,-1,-2,"G1639, G1641, G1640"
m12n811,S1938,-1,0,"G1642, G1640, G1644, G1639, G1641, G1643"
m12n811,S1939,-1,2,"G1644, G1642, G1643"
12n830,S719,-16,-3,G705
12n830,S720,-16,-3,G704
12n830,S718,-16,-1,"G709, G706, G705, G708, G707, G704"
12n830,S721,-16,1,"G709, G706, G711, G710, G708, G707"
12n830,S722,-16,3,G711
12n830,S723,-16,3,G710
m12n830,S1940,4,-1,"G1645, G1646"
m12n830,S1941,4,1,"G1645, G1646"
12n835,S724,-5,-2,G712
12n835,S725,-5,0,"G713, G712"
12n835,S726,-5,2,G713
m12n835,S1942,-7,-2,G1647
m12n835,S1943,-7,0,"G1648, G1647"
m12n835,S1944,-7,2,G1648
12n838,S727,-10,-1,"G715, G714, G717, G716"
12n838,S728,-10,1,"G715, G714, G717, G716"
m12n838,S1945,-2,-1,G1649
m12n838,S1946,-2,-1,G1650
m12n838,S1947,-2,1,G1650
m12n838,S1948,-2,1,G1649
12n873,S729,-6,-1,G718
12n873,S730,-6,-1,G719
12n873,S731,-6,1,G719
12n873,S732,-6,1,G718
13n192,S801,0,-1,"G741, G740"
13n192,S802,0,1,"G741, G740"
m13n192,S1997,-12,-1,"G1668, G1667"
m13n192,S1998,-12,1,"G1668, G1667"
13n469,S934,-4,-1,"G791, G792"
13n469,S935,-4,1,"G791, G792"
m13n469,S2114,-8,-1,"G1703, G1702"
m13n469,S2117,-8,1,"G1703, G1702"
13n584,S936,1,-2,G794
13n584,S937,1,-2,G793
13n584,S938,1,0,"G793, G795"
13n584,S939,1,0,"G794, G796"
13n584,S940,1,2,G796
13n584,S941,1,2,G795
m13n584,S2118,-13,-2,G1704
m13n584,S2119,-13,-2,G1705
m13n584,S2120,-13,0,"G1704, G1707"
m13n584,S2121,-13,0,"G1706, G1705"
m13n584,S2122,-13,2,G1706
m13n584,S2123,-13,2,G1707
13n586,S942,-5,-2,G797
13n586,S943,-5,0,"G797, G798"
13n586,S944,-5,2,G798
m13n586,S2124,-7,-2,G1708
m13n586,S2125,-7,0,"G1708, G1709"
m13n586,S2126,-7,2,G1709
13n588,S947,-16,-3,G2495
13n588,S948,-16,-3,G2089
13n588,S949,-16,-3,G2088
13n588,S950,-16,-3,G2494
13n588,S945,-16,-1,"G2088, G2092, G2093, G2089, G2091, G2090"
13n588,S946,-16,-1,"G2498, G2499, G2497, G2494, G2495, G2496"
13n588,S951,-16,1,"G2092, G2093, G2091, G2094, G2090, G2095"
13n588,S952,-16,1,"G2498, G2499, G2497, G2496, G2501, G2500"
13n588,S953,-16,3,G2094
13n588,S954,-16,3,G2501
13n588,S955,-16,3,G2095
13n588,S956,-16,3,G2500
m13n588,S2127,4,-1,"G2679, G2680"
m13n588,S2128,4,-1,"G2273, G2274"
m13n588,S2129,4,1,"G2679, G2680"
m13n588,S2130,4,1,"G2273, G2274"
13n592,S957,-3,-2,G799
13n592,S958,-3,-2,G800
13n592,S959,-3,0,"G800, G801"
13n592,S960,-3,0,"G799, G802"
13n592,S961,-3,2,G802
13n592,S962,-3,2,G801
m13n592,S2131,-9,-2,G1711
m13n592,S2132,-9,-2,G1710
m13n592,S2133,-9,0,"G1713, G1710"
m13n592,S2134,-9,0,"G1711, G1712"
m13n592,S2135,-9,2,G1712
m13n592,S2136,-9,2,G1713
13n604,S964,-20,-3,G803
13n604,S963,-20,-1,"G804, G803, G805"
13n604,S965,-20,1,"G804, G806, G805"
13n604,S966,-20,3,G806
m13n604,S2137,8,-1,G1714
m13n604,S2138,8,1,G1714
13n1180,S734,-16,-3,G720
13n1180,S733,-16,-1,"G724, G722, G720, G721, G723"
13n1180,S735,-16,1,"G725, G724, G722, G721, G723"
13n1180,S736,-16,3,G725
m13n1180,S1949,4,-1,"G1651, G1652"
m13n1180,S1950,4,1,"G1651, G1652"
13n1192,S737,1,-2,G726
13n1192,S738,1,0,"G726, G727"
13n1192,S739,1,2,G727
m13n1192,S1951,-13,-2,G1653
m13n1192,S1952,-13,0,"G1653, G1654"
m13n1192,S1953,-13,2,G1654
13n1271,S740,-12,-1,"G2431, G2430"
13n1271,S741,-12,-1,"G2024, G2025"
13n1271,S742,-12,1,"G2431, G2430"
13n1271,S743,-12,1,"G2024, G2025"
m13n1271,S1954,0,-1,"G2218, G2217"
m13n1271,S1955,0,-1,"G2623, G2624"
m13n1271,S1956,0,1,"G2623, G2624"
m13n1271,S1957,0,1,"G2218, G2217"
13n1692,S744,-3,-2,"G2026, G2029"
13n1692,S745,-3,-2,"G2435, G2433"
13n1692,S746,-3,-2,"G2432, G2434"
13n1692,S747,-3,-2,"G2027, G2028"
13n1692,S748,-3,0,"G2026, G2029, G2031, G2032, G2033, G2027, G2028, G2030"
13n1692,S749,-3,0,"G2437, G2436, G2433, G2432, G2438, G2439, G2435, G2434"
13n1692,S750,-3,2,"G2031, G2032"
13n1692,S751,-3,2,"G2438, G2439"
13n1692,S752,-3,2,"G2436, G2437"
13n1692,S753,-3,2,"G2030, G2033"
m13n1692,S1958,-9,-2,G1656
m13n1692,S1959,-9,-2,G1655
m13n1692,S1960,-9,0,"G1656, G1657"
m13n1692,S1961,-9,0,"G1655, G1658"
m13n1692,S1962,-9,2,G1657
m13n1692,S1963,-9,2,G1658
13n1718,S754,-13,-2,G2034
13n1718,S755,-13,-2,G2440
13n1718,S756,-13,0,"G2034, G2035"
13n1718,S757,-13,0,"G2440, G2441"
13n1718,S758,-13,2,G2441
13n1718,S759,-13,2,G2035
m13n1718,S1964,1,-2,"G2626, G2625"
m13n1718,S1965,1,-2,"G2220, G2219"
m13n1718,S1966,1,0,"G2626, G2627, G2628, G2625"
m13n1718,S1967,1,0,"G2220, G2221, G2219, G2222"
m13n1718,S1968,1,2,"G2221, G2222"
m13n1718,S1969,1,2,"G2627, G2628"
13n1735,S760,1,-2,"G2442, G2443"
13n1735,S761,1,-2,"G2036, G2037"
13n1735,S762,1,0,"G2445, G2444, G2442, G2443"
13n1735,S763,1,0,"G2039, G2036, G2038, G2037"
13n1735,S764,1,2,"G2039, G2038"
13n1735,S765,1,2,"G2445, G2444"
m13n1735,S1970,-13,-2,G2629
m13n1735,S1971,-13,-2,G2223
m13n1735,S1972,-13,0,"G2224, G2223"
m13n1735,S1973,-13,0,"G2629, G2630"
m13n1735,S1974,-13,2,G2224
m13n1735,S1975,-13,2,G2630
13n1762,S768,-12,-3,G2040
13n1762,S769,-12,-3,G2446
13n1762,S766,-12,-1,"G2446, G2450, G2449, G2447, G2448"
13n1762,S767,-12,-1,"G2040, G2043, G2042, G2044, G2041"
13n1762,S770,-12,1,"G2043, G2042, G2045, G2044, G2041"
13n1762,S771,-12,1,"G2451, G2450, G2449, G2447, G2448"
13n1762,S772,-12,3,G2451
13n1762,S773,-12,3,G2045
m13n1762,S1976,0,-1,"G2632, G2631"
m13n1762,S1977,0,-1,"G2226, G2225"
m13n1762,S1978,0,1,"G2226, G2225"
m13n1762,S1979,0,1,"G2632, G2631"
13n1779,S774,-16,-1,"G728, G729"
13n1779,S775,-16,1,"G728, G729"
m13n1779,S1980,4,-1,"G1659, G1660"
m13n1779,S1981,4,1,"G1659, G1660"
13n1836,S776,-5,-2,G730
13n1836,S777,-5,0,"G730, G731"
13n1836,S778,-5,2,G731
m13n1836,S1982,-7,-2,G1661
m13n1836,S1983,-7,0,"G1662, G1661"
m13n1836,S1984,-7,2,G1662
13n1864,S780,-6,-1,"G732, G733"
13n1864,S782,-6,1,"G732, G733"
m13n1864,S1985,-6,-1,"G1664, G1663"
m13n1864,S1986,-6,1,"G1664, G1663"
13n1901,S783,-8,-1,"G2047, G2046"
13n1901,S784,-8,-1,"G2452, G2453"
13n1901,S785,-8,1,"G2047, G2046"
13n1901,S786,-8,1,"G2452, G2453"
m13n1901,S1987,-4,-1,"G2634, G2633"
m13n1901,S1988,-4,-1,"G2227, G2228"
m13n1901,S1989,-4,1,"G2634, G2633"
m13n1901,S1990,-4,1,"G2227, G2228"
13n1907,S788,-16,-3,G734
13n1907,S789,-16,-3,G735
13n1907,S787,-16,-1,"G735, G736, G737, G734"
13n1907,S790,-16,1,"G739, G738, G737, G736"
13n1907,S791,-16,3,G738
13n1907,S792,-16,3,G739
m13n1907,S1991,4,-1,"G1665, G1666"
m13n1907,S1992,4,1,"G1665, G1666"
13n1916,S795,-12,-3,G2048
13n1916,S796,-12,-3,G2454
13n1916,S793,-12,-1,"G2456, G2454, G2455"
13n1916,S794,-12,-1,"G2048, G2049, G2050"
13n1916,S797,-12,1,"G2049, G2051, G2050"
13n1916,S798,-12,1,"G2456, G2457, G2455"
13n1916,S799,-12,3,G2457
13n1916,S800,-12,3,G2051
m13n1916,S1993,0,-1,"G2636, G2635"
m13n1916,S1994,0,-1,"G2229, G2230"
m13n1916,S1995,0,1,"G2229, G2230"
m13n1916,S1996,0,1,"G2636, G2635"
13n1945,S803,-5,-2,G2052
13n1945,S804,-5,-2,G2458
13n1945,S805,-5,0,"G2459, G2458"
13n1945,S806,-5,0,"G2053, G2052"
13n1945,S807,-5,2,G2053
13n1945,S808,-5,2,G2459
m13n1945,S1999,-7,-2,"G2637, G2640"
m13n1945,S2000,-7,-2,"G2233, G2231"
m13n1945,S2001,-7,-2,"G2639, G2638"
m13n1945,S2002,-7,-2,"G2234, G2232"
m13n1945,S2003,-7,0,"G2641, G2644, G2639, G2638, G2643, G2637, G2642, G2640"
m13n1945,S2004,-7,0,"G2238, G2232, G2234, G2237, G2231, G2236, G2235, G2233"
m13n1945,S2005,-7,2,"G2237, G2238"
m13n1945,S2006,-7,2,"G2641, G2642"
m13n1945,S2007,-7,2,"G2236, G2235"
m13n1945,S2008,-7,2,"G2644, G2643"
13n2102,S811,-16,-3,G2460
13n2102,S812,-16,-3,G2054
13n2102,S809,-16,-1,"G2054, G2056, G2055"
13n2102,S810,-16,-1,"G2462, G2460, G2461"
13n2102,S813,-16,1,"G2463, G2461, G2462"
13n2102,S814,-16,1,"G2057, G2055, G2056"
13n2102,S815,-16,3,G2463
13n2102,S816,-16,3,G2057
m13n2102,S2009,4,-1,"G2646, G2645"
m13n2102,S2010,4,-1,"G2240, G2239"
m13n2102,S2011,4,1,"G2240, G2239"
m13n2102,S2012,4,1,"G2646, G2645"
13n2180,S818,-4,-1,"G743, G742"
13n2180,S820,-4,1,"G743, G742"
m13n2180,S2013,-8,-1,"G1670, G1669"
m13n2180,S2014,-8,1,"G1670, G1669"
13n2303,S821,-3,-2,"G2465, G2464"
13n2303,S822,-3,-2,"G2058, G2059"
13n2303,S823,-3,0,"G2061, G2060, G2058, G2059"
13n2303,S824,-3,0,"G2465, G2467, G2466, G2464"
13n2303,S825,-3,2,"G2467, G2466"
13n2303,S826,-3,2,"G2061, G2060"
m13n2303,S2015,-9,-2,G2647
m13n2303,S2016,-9,-2,G2241
m13n2303,S2017,-9,0,"G2241, G2242"
m13n2303,S2018,-9,0,"G2647, G2648"
m13n2303,S2019,-9,2,G2648
m13n2303,S2020,-9,2,G2242
13n2428,S829,-16,-3,G2468
13n2428,S830,-16,-3,G2062
13n2428,S827,-16,-1,"G2470, G2469, G2468"
13n2428,S828,-16,-1,"G2063, G2062, G2064"
13n2428,S831,-16,1,"G2063, G2064, G2065"
