Knot,Grid ID,tb,r,Parents
12n807,T841,-15,2,"S712, S711"
12n807,T842,-15,4,S712
m12n807,T2385,1,-2,S1933
m12n807,T2386,1,0,"S1934, S1933"
m12n807,T2387,1,2,S1934
12n809,T843,-11,-2,S713
12n809,T844,-11,0,"S713, S714"
12n809,T845,-11,2,S714
m12n809,T2388,-3,-2,S1935
m12n809,T2389,-3,0,"S1935, S1936"
m12n809,T2390,-3,2,S1936
12n811,T847,-12,-3,S715
12n811,T846,-12,-1,"S716, S715"
12n811,T848,-12,1,"S717, S716"
12n811,T849,-12,3,S717
m12n811,T2392,-2,-3,S1937
m12n811,T2391,-2,-1,"S1938, S1937"
m12n811,T2393,-2,1,"S1938, S1939"
m12n811,T2394,-2,3,S1939
12n830,T851,-17,-4,S719
12n830,T852,-17,-4,S720
12n830,T850,-17,-2,"S718, S720, S719"
12n830,T853,-17,0,"S718, S721"
12n830,T854,-17,2,"S723, S722, S721"
12n830,T855,-17,4,S723
12n830,T856,-17,4,S722
m12n830,T2395,3,-2,S1940
m12n830,T2396,3,0,"S1940, S1941"
m12n830,T2397,3,2,S1941
12n835,T858,-6,-3,S724
12n835,T857,-6,-1,"S724, S725"
12n835,T859,-6,1,"S726, S725"
12n835,T860,-6,3,S726
m12n835,T2399,-8,-3,S1942
m12n835,T2398,-8,-1,"S1942, S1943"
m12n835,T2400,-8,1,"S1943, S1944"
m12n835,T2401,-8,3,S1944
12n838,T861,-11,-2,S727
12n838,T862,-11,0,"S728, S727"
12n838,T863,-11,2,S728
m12n838,T2402,-3,-2,S1945
m12n838,T2405,-3,0,"S1945, S1948"
m12n838,T2406,-3,2,S1947
12n873,T864,-7,-2,S729
12n873,T865,-7,-2,S730
12n873,T866,-7,0,"S729, S732"
12n873,T867,-7,0,"S730, S731"
12n873,T868,-7,2,S732
12n873,T869,-7,2,S731
13n192,T956,-1,-2,S801
13n192,T957,-1,0,"S802, S801"
13n192,T958,-1,2,S802
m13n192,T2476,-13,-2,S1997
m13n192,T2477,-13,0,"S1998, S1997"
m13n192,T2478,-13,2,S1998
13n469,T1133,-5,-2,S934
13n469,T1134,-5,0,"S934, S935"
13n469,T1135,-5,2,S935
m13n469,T2639,-9,-2,S2114
m13n469,T2640,-9,0,"S2117, S2114"
m13n469,T2641,-9,2,S2117
13n584,T1138,0,-3,S936
13n584,T1139,0,-3,S937
13n584,T1136,0,-1,"S938, S937"
13n584,T1137,0,-1,"S939, S936"
13n584,T1140,0,1,"S939, S940"
13n584,T1141,0,1,"S941, S938"
13n584,T1142,0,3,S941
13n584,T1143,0,3,S940
m13n584,T2644,-14,-3,S2118
m13n584,T2645,-14,-3,S2119
m13n584,T2642,-14,-1,"S2121, S2119"
m13n584,T2643,-14,-1,"S2120, S2118"
m13n584,T2646,-14,1,"S2121, S2122"
m13n584,T2647,-14,1,"S2120, S2123"
m13n584,T2648,-14,3,S2123
m13n584,T2649,-14,3,S2122
13n586,T1145,-6,-3,S942
13n586,T1144,-6,-1,"S943, S942"
13n586,T1146,-6,1,"S944, S943"
13n586,T1147,-6,3,S944
m13n586,T2651,-8,-3,S2124
m13n586,T2650,-8,-1,"S2125, S2124"
m13n586,T2652,-8,1,"S2126, S2125"
m13n586,T2653,-8,3,S2126
13n588,T1150,-17,-4,S948
13n588,T1151,-17,-4,S950
13n588,T1152,-17,-4,S949
13n588,T1153,-17,-4,S947
13n588,T1148,-17,-2,"S950, S946, S947"
13n588,T1149,-17,-2,"S945, S948, S949"
13n588,T1154,-17,0,"S945, S951"
13n588,T1155,-17,0,"S946, S952"
13n588,T1156,-17,2,"S954, S952, S956"
13n588,T1157,-17,2,"S953, S955, S951"
13n588,T1158,-17,4,S953
13n588,T1159,-17,4,S956
13n588,T1160,-17,4,S955
13n588,T1161,-17,4,S954
m13n588,T2654,3,-2,S2127
m13n588,T2655,3,-2,S2128
m13n588,T2656,3,0,"S2128, S2130"
m13n588,T2657,3,0,"S2127, S2129"
m13n588,T2658,3,2,S2129
m13n588,T2659,3,2,S2130
13n592,T1164,-4,-3,S957
13n592,T1165,-4,-3,S958
13n592,T1162,-4,-1,"S957, S960"
13n592,T1163,-4,-1,"S958, S959"
13n592,T1166,-4,1,"S961, S960"
13n592,T1167,-4,1,"S959, S962"
13n592,T1168,-4,3,S962
13n592,T1169,-4,3,S961
m13n592,T2662,-10,-3,S2131
m13n592,T2663,-10,-3,S2132
m13n592,T2660,-10,-1,"S2131, S2134"
m13n592,T2661,-10,-1,"S2132, S2133"
m13n592,T2664,-10,1,"S2136, S2133"
m13n592,T2665,-10,1,"S2135, S2134"
m13n592,T2666,-10,3,S2136
m13n592,T2667,-10,3,S2135
13n604,T1171,-21,-4,S964
13n604,T1170,-21,-2,"S963, S964"
13n604,T1172,-21,0,"S963, S965"
13n604,T1173,-21,2,"S965, S966"
13n604,T1174,-21,4,S966
m13n604,T2668,7,-2,S2137
m13n604,T2669,7,0,"S2137, S2138"
m13n604,T2670,7,2,S2138
13n1180,T871,-17,-4,S734
13n1180,T870,-17,-2,"S733, S734"
13n1180,T872,-17,0,"S735, S733"
13n1180,T873,-17,2,"S736, S735"
13n1180,T874,-17,4,S736
m13n1180,T2408,3,-2,S1949
m13n1180,T2409,3,0,"S1949, S1950"
m13n1180,T2410,3,2,S1950
13n1192,T876,0,-3,S737
13n1192,T875,0,-1,"S737, S738"
13n1192,T877,0,1,"S739, S738"
13n1192,T878,0,3,S739
m13n1192,T2412,-14,-3,S1951
m13n1192,T2411,-14,-1,"S1951, S1952"
m13n1192,T2413,-14,1,"S1953, S1952"
m13n1192,T2414,-14,3,S1953
13n1271,T879,-13,-2,S740
13n1271,T880,-13,-2,S741
13n1271,T881,-13,0,"S740, S742"
13n1271,T882,-13,0,"S741, S743"
13n1271,T883,-13,2,S743
13n1271,T884,-13,2,S742
m13n1271,T2415,-1,-2,S1954
m13n1271,T2416,-1,-2,S1955
m13n1271,T2417,-1,0,"S1955, S1956"
m13n1271,T2418,-1,0,"S1957, S1954"
m13n1271,T2419,-1,2,S1956
m13n1271,T2420,-1,2,S1957
13n1692,T887,-4,-3,S747
13n1692,T888,-4,-3,S745
13n1692,T889,-4,-3,S746
13n1692,T890,-4,-3,S744
13n1692,T885,-4,-1,"S748, S744, S747"
13n1692,T886,-4,-1,"S749, S745, S746"
13n1692,T891,-4,1,"S748, S750, S753"
13n1692,T892,-4,1,"S749, S751, S752"
13n1692,T893,-4,3,S753
13n1692,T894,-4,3,S752
13n1692,T895,-4,3,S750
13n1692,T896,-4,3,S751
m13n1692,T2423,-10,-3,S1959
m13n1692,T2424,-10,-3,S1958
m13n1692,T2421,-10,-1,"S1961, S1959"
m13n1692,T2422,-10,-1,"S1960, S1958"
m13n1692,T2425,-10,1,"S1960, S1962"
m13n1692,T2426,-10,1,"S1961, S1963"
m13n1692,T2427,-10,3,S1963
m13n1692,T2428,-10,3,S1962
13n1718,T899,-14,-3,S755
13n1718,T900,-14,-3,S754
13n1718,T897,-14,-1,"S756, S754"
13n1718,T898,-14,-1,"S755, S757"
13n1718,T901,-14,1,"S756, S759"
13n1718,T902,-14,1,"S757, S758"
13n1718,T903,-14,3,S759
13n1718,T904,-14,3,S758
m13n1718,T2431,0,-3,S1964
m13n1718,T2432,0,-3,S1965
m13n1718,T2429,0,-1,"S1964, S1966"
m13n1718,T2430,0,-1,"S1967, S1965"
m13n1718,T2433,0,1,"S1969, S1966"
m13n1718,T2434,0,1,"S1968, S1967"
m13n1718,T2435,0,3,S1968
m13n1718,T2436,0,3,S1969
13n1735,T907,0,-3,S761
13n1735,T908,0,-3,S760
13n1735,T905,0,-1,"S760, S762"
13n1735,T906,0,-1,"S763, S761"
13n1735,T909,0,1,"S762, S765"
13n1735,T910,0,1,"S763, S764"
13n1735,T911,0,3,S765
13n1735,T912,0,3,S764
m13n1735,T2439,-14,-3,S1971
m13n1735,T2440,-14,-3,S1970
m13n1735,T2437,-14,-1,"S1972, S1971"
m13n1735,T2438,-14,-1,"S1973, S1970"
m13n1735,T2441,-14,1,"S1974, S1972"
m13n1735,T2442,-14,1,"S1973, S1975"
m13n1735,T2443,-14,3,S1975
m13n1735,T2444,-14,3,S1974
13n1762,T915,-13,-4,S769
13n1762,T916,-13,-4,S768
13n1762,T913,-13,-2,"S769, S766"
13n1762,T914,-13,-2,"S768, S767"
13n1762,T917,-13,0,"S771, S766"
13n1762,T918,-13,0,"S770, S767"
13n1762,T919,-13,2,"S772, S771"
13n1762,T920,-13,2,"S770, S773"
13n1762,T921,-13,4,S772
13n1762,T922,-13,4,S773
m13n1762,T2445,-1,-2,S1976
m13n1762,T2446,-1,-2,S1977
m13n1762,T2447,-1,0,"S1977, S1978"
m13n1762,T2448,-1,0,"S1979, S1976"
m13n1762,T2449,-1,2,S1978
m13n1762,T2450,-1,2,S1979
13n1779,T923,-17,-2,S774
13n1779,T924,-17,0,"S774, S775"
13n1779,T925,-17,2,S775
m13n1779,T2451,3,-2,S1980
m13n1779,T2452,3,0,"S1981, S1980"
m13n1779,T2453,3,2,S1981
13n1836,T927,-6,-3,S776
13n1836,T926,-6,-1,"S776, S777"
13n1836,T928,-6,1,"S777, S778"
13n1836,T929,-6,3,S778
m13n1836,T2455,-8,-3,S1982
m13n1836,T2454,-8,-1,"S1983, S1982"
m13n1836,T2456,-8,1,"S1983, S1984"
m13n1836,T2457,-8,3,S1984
13n1864,T930,-7,-2,S780
13n1864,T931,-7,0,"S780, S782"
13n1864,T932,-7,2,S782
m13n1864,T2458,-7,-2,S1985
m13n1864,T2459,-7,0,"S1985, S1986"
m13n1864,T2460,-7,2,S1986
13n1901,T933,-9,-2,S784
13n1901,T934,-9,-2,S783
13n1901,T935,-9,0,"S784, S786"
13n1901,T936,-9,0,"S783, S785"
13n1901,T937,-9,2,S785
13n1901,T938,-9,2,S786
m13n1901,T2461,-5,-2,S1987
m13n1901,T2462,-5,-2,S1988
m13n1901,T2463,-5,0,"S1990, S1988"
m13n1901,T2464,-5,0,"S1989, S1987"
m13n1901,T2465,-5,2,S1989
m13n1901,T2466,-5,2,S1990
13n1907,T940,-17,-4,S789
13n1907,T941,-17,-4,S788
13n1907,T939,-17,-2,"S788, S787, S789"
13n1907,T942,-17,0,"S787, S790"
13n1907,T943,-17,2,"S792, S791, S790"
13n1907,T944,-17,4,S792
13n1907,T945,-17,4,S791
m13n1907,T2467,3,-2,S1991
m13n1907,T2468,3,0,"S1992, S1991"
m13n1907,T2469,3,2,S1992
13n1916,T948,-13,-4,S796
13n1916,T949,-13,-4,S795
13n1916,T946,-13,-2,"S795, S794"
13n1916,T947,-13,-2,"S793, S796"
13n1916,T950,-13,0,"S793, S798"
13n1916,T951,-13,0,"S797, S794"
13n1916,T952,-13,2,"S798, S799"
13n1916,T953,-13,2,"S797, S800"
13n1916,T954,-13,4,S799
13n1916,T955,-13,4,S800
m13n1916,T2470,-1,-2,S1993
m13n1916,T2471,-1,-2,S1994
m13n1916,T2472,-1,0,"S1993, S1996"
m13n1916,T2473,-1,0,"S1994, S1995"
m13n1916,T2474,-1,2,S1996
m13n1916,T2475,-1,2,S1995
13n1945,T961,-6,-3,S804
13n1945,T962,-6,-3,S803
13n1945,T959,-6,-1,"S805, S804"
13n1945,T960,-6,-1,"S803, S806"
13n1945,T963,-6,1,"S806, S807"
13n1945,T964,-6,1,"S805, S808"
13n1945,T965,-6,3,S808
13n1945,T966,-6,3,S807
m13n1945,T2481,-8,-3,S1999
m13n1945,T2482,-8,-3,S2001
m13n1945,T2483,-8,-3,S2000
m13n1945,T2484,-8,-3,S2002
m13n1945,T2479,-8,-1,"S2000, S2004, S2002"
m13n1945,T2480,-8,-1,"S2001, S1999, S2003"
m13n1945,T2485,-8,1,"S2005, S2007, S2004"
m13n1945,T2486,-8,1,"S2003, S2008, S2006"
m13n1945,T2487,-8,3,S2007
m13n1945,T2488,-8,3,S2008
m13n1945,T2489,-8,3,S2006
m13n1945,T2490,-8,3,S2005
13n2102,T969,-17,-4,S811
13n2102,T970,-17,-4,S812
13n2102,T967,-17,-2,"S810, S811"
13n2102,T968,-17,-2,"S809, S812"
13n2102,T971,-17,0,"S810, S813"
13n2102,T972,-17,0,"S809, S814"
13n2102,T973,-17,2,"S814, S816"
13n2102,T974,-17,2,"S813, S815"
13n2102,T975,-17,4,S816
13n2102,T976,-17,4,S815
m13n2102,T2491,3,-2,S2010
m13n2102,T2492,3,-2,S2009
m13n2102,T2493,3,0,"S2009, S2012"
m13n2102,T2494,3,0,"S2011, S2010"
m13n2102,T2495,3,2,S2011
m13n2102,T2496,3,2,S2012
13n2180,T977,-5,-2,S818
13n2180,T978,-5,0,"S820, S818"
13n2180,T979,-5,2,S820
m13n2180,T2497,-9,-2,S2013
m13n2180,T2498,-9,0,"S2013, S2014"
m13n2180,T2499,-9,2,S2014
13n2303,T982,-4,-3,S822
13n2303,T983,-4,-3,S821
13n2303,T980,-4,-1,"S824, S821"
13n2303,T981,-4,-1,"S823, S822"
13n2303,T984,-4,1,"S825, S824"
13n2303,T985,-4,1,"S826, S823"
13n2303,T986,-4,3,S825
13n2303,T987,-4,3,S826
m13n2303,T2502,-10,-3,S2016
m13n2303,T2503,-10,-3,S2015
m13n2303,T2500,-10,-1,"S2017, S2016"
m13n2303,T2501,-10,-1,"S2015, S2018"
m13n2303,T2504,-10,1,"S2019, S2018"
m13n2303,T2505,-10,1,"S2017, S2020"
m13n2303,T2506,-10,3,S2019
m13n2303,T2507,-10,3,S2020
13n2428,T990,-17,-4,S830
13n2428,T991,-17,-4,S829
13n2428,T988,-17,-2,"S827, S829"
13n2428,T989,-17,-2,"S828, S830"
13n2428,T992,-17,0,"S832, S827"
13n2428,T993,-17,0,"S828, S831"
13n2428,T994,-17,2,"S833, S831"
13n2428,T995,-17,2,"S832, S834"
13n2428,T996,-17,4,S834
13n2428,T997,-17,4,S833
m13n2428,T2508,3,-2,S2022
m13n2428,T2509,3,-2,S2021
m13n2428,T2510,3,0,"S2022, S2024"
m13n2428,T2511,3,0,"S2021, S2023"
m13n2428,T2512,3,2,S2023
m13n2428,T2513,3,2,S2024
13n2436,T1000,-4,-3,S836
13n2436,T1001,-4,-3,S835
13n2436,T998,-4,-1,"S835, S837"
13n2436,T999,-4,-1,"S836, S838"
13n2436,T1002,-4,1,"S837, S840"
13n2436,T1003,-4,1,"S839, S838"
13n2436,T1004,-4,3,S840
13n2436,T1005,-4,3,S839
m13n2436,T2516,-10,-3,S2025
m13n2436,T2517,-10,-3,S2026
m13n2436,T2514,-10,-1,"S2028, S2025"
m13n2436,T2515,-10,-1,"S2026, S2027"
m13n2436,T2518,-10,1,"S2029, S2028"
m13n2436,T2519,-10,1,"S2030, S2027"
m13n2436,T2520,-10,3,S2029
m13n2436,T2521,-10,3,S2030
13n2491,T1008,-14,-3,S841
13n2491,T1009,-14,-3,S842
13n2491,T1006,-14,-1,"S844, S842"
13n2491,T1007,-14,-1,"S843, S841"
13n2491,T1010,-14,1,"S843, S845"
13n2491,T1011,-14,1,"S844, S846"
13n2491,T1012,-14,3,S845
13n2491,T1013,-14,3,S846
m13n2491,T2524,0,-3,S2031
m13n2491,T2525,0,-3,S2032
m13n2491,T2522,0,-1,"S2034, S2031"
m13n2491,T2523,0,-1,"S2033, S2032"
m13n2491,T2526,0,1,"S2034, S2035"
m13n2491,T2527,0,1,"S2033, S2036"
m13n2491,T2528,0,3,S2036
m13n2491,T2529,0,3,S2035
13n2492,T1016,-17,-4,S849
13n2492,T1017,-17,-4,S850
13n2492,T1014,-17,-2,"S849, S847"
13n2492,T1015,-17,-2,"S848, S850"
13n2492,T1018,-17,0,"S852, S848"
13n2492,T1019,-17,0,"S847, S851"
13n2492,T1020,-17,2,"S851, S854"
13n2492,T1021,-17,2,"S852, S853"
13n2492,T1022,-17,4,S853
13n2492,T1023,-17,4,S854
m13n2492,T2530,3,-2,S2038
m13n2492,T2531,3,-2,S2037
m13n2492,T2532,3,0,"S2040, S2037"
m13n2492,T2533,3,0,"S2038, S2039"
m13n2492,T2534,3,2,S2040
m13n2492,T2535,3,2,S2039
13n2527,T1024,-7,-2,S856
13n2527,T1025,-7,-2,S855
13n2527,T1026,-7,0,"S856, S858"
13n2527,T1027,-7,0,"S855, S857"
13n2527,T1028,-7,2,S858
13n2527,T1029,-7,2,S857
m13n2527,T2536,-7,-2,S2042
m13n2527,T2537,-7,-2,S2041
m13n2527,T2538,-7,0,"S2042, S2044"
m13n2527,T2539,-7,0,"S2041, S2043"
m13n2527,T2540,-7,2,S2043
m13n2527,T2541,-7,2,S2044
13n2533,T1032,-9,-4,S862
13n2533,T1033,-9,-4,S861
13n2533,T1030,-9,-2,"S859, S861"
13n2533,T1031,-9,-2,"S860, S862"
13n2533,T1034,-9,0,"S863, S859"
13n2533,T1035,-9,0,"S860, S864"
13n2533,T1036,-9,2,"S866, S863"
13n2533,T1037,-9,2,"S864, S865"
13n2533,T1038,-9,4,S865
13n2533,T1039,-9,4,S866
m13n2533,T2542,-5,-2,S2045
m13n2533,T2543,-5,-2,S2046
m13n2533,T2544,-5,0,"S2045, S2047"
m13n2533,T2545,-5,0,"S2046, S2048"
m13n2533,T2546,-5,2,S2047
m13n2533,T2547,-5,2,S2048
13n2769,T1040,-11,-2,S868
13n2769,T1041,-11,-2,S867
13n2769,T1042,-11,0,"S867, S869"
13n2769,T1043,-11,0,"S870, S868"
13n2769,T1044,-11,2,S870
13n2769,T1045,-11,2,S869
m13n2769,T2548,-3,-2,S2050
m13n2769,T2549,-3,-2,S2049
m13n2769,T2550,-3,0,"S2049, S2052"
m13n2769,T2551,-3,0,"S2051, S2050"
m13n2769,T2552,-3,2,S2052
m13n2769,T2553,-3,2,S2051
13n2787,T1048,-6,-3,S871
13n2787,T1049,-6,-3,S872
13n2787,T1046,-6,-1,"S872, S874"
13n2787,T1047,-6,-1,"S873, S871"
13n2787,T1050,-6,1,"S876, S873"
13n2787,T1051,-6,1,"S875, S874"
13n2787,T1052,-6,3,S876
13n2787,T1053,-6,3,S875
m13n2787,T2556,-8,-3,S2053
m13n2787,T2557,-8,-3,S2056
m13n2787,T2558,-8,-3,S2055
m13n2787,T2559,-8,-3,S2054
m13n2787,T2554,-8,-1,"S2057, S2053, S2055"
m13n2787,T2555,-8,-1,"S2054, S2058, S2056"
m13n2787,T2560,-8,1,"S2058, S2062, S2060"
m13n2787,T2561,-8,1,"S2057, S2061, S2059"
m13n2787,T2562,-8,3,S2059
m13n2787,T2563,-8,3,S2060
m13n2787,T2564,-8,3,S2061
m13n2787,T2565,-8,3,S2062
13n2872,T1054,-11,-2,S877
13n2872,T1055,-11,0,"S877, S878"
13n2872,T1056,-11,2,S878
m13n2872,T2566,-3,-2,S2063
m13n2872,T2567,-3,0,"S2063, S2064"
m13n2872,T2568,-3,2,S2064
13n3158,T1057,-3,-2,S880
13n3158,T1058,-3,-2,S879
13n3158,T1059,-3,0,"S882, S880"
13n3158,T1060,-3,0,"S881, S879"
13n3158,T1061,-3,2,S881
13n3158,T1062,-3,2,S882
m13n3158,T2569,-11,-2,S2066
m13n3158,T2570,-11,-2,S2065
m13n3158,T2571,-11,0,"S2065, S2068"
m13n3158,T2572,-11,0,"S2067, S2066"
m13n3158,T2573,-11,2,S2067
m13n3158,T2574,-11,2,S2068
13n3414,T1063,-5,-2,S884
13n3414,T1064,-5,-2,S883
13n3414,T1065,-5,0,"S885, S883"
13n3414,T1066,-5,0,"S886, S884"
13n3414,T1067,-5,2,S885
13n3414,T1068,-5,2,S886
m13n3414,T2575,-9,-2,S2069
m13n3414,T2576,-9,-2,S2070
m13n3414,T2577,-9,0,"S2069, S2071"
m13n3414,T2578,-9,0,"S2072, S2070"
m13n3414,T2579,-9,2,S2072
m13n3414,T2580,-9,2,S2071
13n3582,T1070,-10,-3,S887
13n3582,T1071,-10,-3,S888
13n3582,T1069,-10,-1,"S888, S889, S887"
13n3582,T1072,-10,1,"S889, S890, S891"
13n3582,T1073,-10,3,S891
13n3582,T1074,-10,3,S890
m13n3582,T2582,-4,-3,S2073
m13n3582,T2581,-4,-1,"S2074, S2073"
m13n3582,T2583,-4,1,"S2074, S2075"
m13n3582,T2584,-4,3,S2075
13n3589,T1075,-15,-2,S892
13n3589,T1076,-15,0,"S893, S892"
13n3589,T1077,-15,2,S893
m13n3589,T2585,1,-2,S2076
m13n3589,T2586,1,0,"S2076, S2077"
m13n3589,T2587,1,2,S2077
13n3596,T1078,-13,-2,S894
13n3596,T1079,-13,0,"S894, S895"
13n3596,T1080,-13,2,S895
m13n3596,T2588,-1,-2,S2078
m13n3596,T2589,-1,0,"S2078, S2079"
m13n3596,T2590,-1,2,S2079
13n3602,T1081,-13,-2,S896
13n3602,T1082,-13,0,"S896, S897"
13n3602,T1083,-13,2,S897
m13n3602,T2591,-1,-2,S2080
m13n3602,T2592,-1,0,"S2080, S2081"
m13n3602,T2593,-1,2,S2081
13n3956,T1086,-10,-3,S899
13n3956,T1087,-10,-3,S898
13n3956,T1084,-10,-1,"S899, S901"
13n3956,T1085,-10,-1,"S898, S900"
13n3956,T1088,-10,1,"S901, S902"
13n3956,T1089,-10,1,"S900, S903"
13n3956,T1090,-10,3,S902
13n3956,T1091,-10,3,S903
m13n3956,T2596,-4,-3,S2083
m13n3956,T2597,-4,-3,S2082
m13n3956,T2594,-4,-1,"S2082, S2084"
m13n3956,T2595,-4,-1,"S2085, S2083"
m13n3956,T2598,-4,1,"S2087, S2084"
m13n3956,T2599,-4,1,"S2085, S2086"
m13n3956,T2600,-4,3,S2086
m13n3956,T2601,-4,3,S2087
13n3960,T1092,3,-2,S904
13n3960,T1093,3,0,"S905, S904"
13n3960,T1094,3,2,S905
m13n3960,T2603,-17,-4,S2089
m13n3960,T2602,-17,-2,"S2089, S2088"
m13n3960,T2604,-17,0,"S2088, S2090"
m13n3960,T2605,-17,2,"S2090, S2091"
m13n3960,T2606,-17,4,S2091
13n3979,T1096,-8,-3,S906
13n3979,T1095,-8,-1,"S907, S906"
13n3979,T1097,-8,1,"S907, S908"
13n3979,T1098,-8,3,S908
m13n3979,T2608,-6,-3,S2092
m13n3979,T2607,-6,-1,"S2092, S2093"
m13n3979,T2609,-6,1,"S2094, S2093"
m13n3979,T2610,-6,3,S2094
13n4024,T1100,-13,-4,S910
13n4024,T1099,-13,-2,"S909, S910"
13n4024,T1101,-13,0,"S911, S909"
13n4024,T1102,-13,2,"S912, S911"
13n4024,T1103,-13,4,S912
m13n4024,T2611,-1,-2,S2095
m13n4024,T2612,-1,0,"S2095, S2096"
m13n4024,T2613,-1,2,S2096
13n4084,T1104,-15,-2,S913
13n4084,T1105,-15,0,"S914, S913"
13n4084,T1106,-15,2,S914
m13n4084,T2614,1,-2,S2097
m13n4084,T2615,1,0,"S2097, S2098"
m13n4084,T2616,1,2,S2098
13n4104,T1107,-5,-2,S916
13n4104,T1108,-5,-2,S915
13n4104,T1109,-5,0,"S915, S917"
13n4104,T1110,-5,0,"S916, S918"
13n4104,T1111,-5,2,S917
13n4104,T1112,-5,2,S918
m13n4104,T2617,-9,-2,S2099
m13n4104,T2618,-9,-2,S2100
m13n4104,T2619,-9,0,"S2099, S2101"
m13n4104,T2620,-9,0,"S2100, S2102"
m13n4104,T2621,-9,2,S2102
m13n4104,T2622,-9,2,S2101
13n4508,T1113,-13,-2,S919
13n4508,T1114,-13,-2,S920
13n4508,T1115,-13,0,"S922, S920"
13n4508,T1116,-13,0,"S921, S919"
13n4508,T1117,-13,2,S921
13n4508,T1118,-13,2,S922
m13n4508,T2623,-1,-2,S2104
m13n4508,T2624,-1,-2,S2103
m13n4508,T2625,-1,0,"S2103, S2106"
m13n4508,T2626,-1,0,"S2104, S2105"
m13n4508,T2627,-1,2,S2106
m13n4508,T2628,-1,2,S2105
13n4587,T1120,-21,-4,S924
13n4587,T1119,-21,-2,"S923, S924"
13n4587,T1121,-21,0,"S923, S925"
13n4587,T1122,-21,2,"S926, S925"
13n4587,T1123,-21,4,S926
m13n4587,T2629,7,-2,S2107
m13n4587,T2630,7,0,"S2108, S2107"
m13n4587,T2631,7,2,S2108
13n4634,T1125,-10,-3,S927
13n4634,T1124,-10,-1,"S927, S928"
13n4634,T1126,-10,1,"S928, S929"
13n4634,T1127,-10,3,S929
m13n4634,T2633,-4,-3,S2109
m13n4634,T2632,-4,-1,"S2109, S2110"
m13n4634,T2634,-4,1,"S2111, S2110"
m13n4634,T2635,-4,3,S2111
13n4639,T1129,-19,-4,S931
13n4639,T1128,-19,-2,"S931, S930"
13n4639,T1130,-19,0,"S932, S930"
13n4639,T1131,-19,2,"S933, S932"
13n4639,T1132,-19,4,S933
m13n4639,T2636,5,-2,S2112
m13n4639,T2637,5,0,"S2113, S2112"
m13n4639,T2638,5,2,S2113
14n3155,T1226,-7,-2,S1003
14n3155,T1227,-7,-2,S1004
14n3155,T1228,-7,0,"S1006, S1004"
14n3155,T1229,-7,0,"S1005, S1003"
14n3155,T1230,-7,2,S1006
14n3155,T1231,-7,2,S1005
14n5294,T1232,-11,-2,S1007
14n5294,T1233,-11,0,"S1008, S1007"
14n5294,T1234,-11,2,S1008
m14n5294,T2703,-3,-2,S2161
m14n5294,T2704,-3,0,"S2161, S2162"
m14n5294,T2705,-3,2,S2162
14n8212,T1235,-7,-2,S1010
14n8212,T1236,-7,-2,S1009
14n8212,T1237,-7,0,"S1011, S1009"
14n8212,T1238,-7,0,"S1012, S1010"
14n8212,T1239,-7,2,S1012
14n8212,T1240,-7,2,S1011
14n8584,T1241,-7,-2,S1014
14n8584,T1242,-7,-2,S1013
14n8584,T1243,-7,0,"S1014, S1016"
14n8584,T1244,-7,0,"S1015, S1013"
14n8584,T1245,-7,2,S1016
14n8584,T1246,-7,2,S1015
m14n8584,T2706,-7,-2,S2163
m14n8584,T2707,-7,-2,S2164
m14n8584,T2708,-7,0,"S2163, S2165"
m14n8584,T2709,-7,0,"S2166, S2164"
m14n8584,T2710,-7,2,S2165
m14n8584,T2711,-7,2,S2166
14n8700,T1247,-7,-2,S1018
14n8700,T1248,-7,-2,S1017
14n8700,T1249,-7,0,"S1019, S1017"
14n8700,T1250,-7,0,"S1020, S1018"
14n8700,T1251,-7,2,S1020
14n8700,T1252,-7,2,S1019
14n9408,T1253,-11,-2,S1021
14n9408,T1254,-11,-2,S1022
14n9408,T1255,-11,0,"S1022, S1024"
14n9408,T1256,-11,0,"S1021, S1023"
14n9408,T1257,-11,2,S1023
14n9408,T1258,-11,2,S1024
m14n9408,T2712,-3,-2,S2168
m14n9408,T2713,-3,-2,S2167
m14n9408,T2714,-3,0,"S2167, S2169"
m14n9408,T2715,-3,0,"S2170, S2168"
m14n9408,T2716,-3,2,S2170
m14n9408,T2717,-3,2,S2169
14n9994,T1259,-11,-2,S1026
14n9994,T1260,-11,-2,S1025
14n9994,T1261,-11,0,"S1028, S1025"
14n9994,T1262,-11,0,"S1027, S1026"
14n9994,T1263,-11,2,S1028
14n9994,T1264,-11,2,S1027
m14n9994,T2718,-3,-2,S2171
m14n9994,T2719,-3,-2,S2172
m14n9994,T2720,-3,0,"S2173, S2171"
m14n9994,T2721,-3,0,"S2172, S2174"
m14n9994,T2722,-3,2,S2173
m14n9994,T2723,-3,2,S2174
14n14356,T1176,-21,-4,S968
14n14356,T1175,-21,-2,"S967, S968"
14n14356,T1178,-21,0,S967
14n14356,T1179,-21,2,"S969, S970"
14n14356,T1180,-21,4,S970
m14n14356,T2671,7,-2,S2139
m14n14356,T2672,7,0,"S2140, S2139"
m14n14356,T2673,7,2,S2140
14n14798,T1181,-7,-2,S971
14n14798,T1182,-7,-2,S972
14n14798,T1183,-7,0,"S973, S972"
14n14798,T1184,-7,0,"S971, S974"
14n14798,T1185,-7,2,S973
14n14798,T1186,-7,2,S974
